1000 10031
0 235 1
0 341 1
0 356 1
0 413 1
0 516 1
0 601 1
0 809 1
0 955 1
0 991 1
1 18 1
1 26 1
1 90 1
1 101 1
1 105 1
1 146 1
1 160 1
1 174 1
1 201 1
1 233 1
1 256 1
1 346 1
1 366 1
1 388 1
1 418 1
1 485 1
1 522 1
1 524 1
1 530 1
1 591 1
1 623 1
1 776 1
1 810 1
1 844 1
1 850 1
1 855 1
1 919 1
1 982 1
2 11 1
2 73 1
2 78 1
2 129 1
2 147 1
2 181 1
2 199 1
2 232 1
2 265 1
2 303 1
2 306 1
2 323 1
2 351 1
2 409 1
2 417 1
2 426 1
2 476 1
2 692 1
2 770 1
2 782 1
2 944 1
2 978 1
2 979 1
3 5 1
3 14 1
3 61 1
3 67 1
3 103 1
3 174 1
3 210 1
3 229 1
3 234 1
3 286 1
3 348 1
3 392 1
3 528 1
3 575 1
3 593 1
3 599 1
3 614 1
3 673 1
3 694 1
3 766 1
3 878 1
3 896 1
3 926 1
3 955 1
4 10 1
4 54 1
4 71 1
4 111 1
4 123 1
4 135 1
4 152 1
4 194 1
4 226 1
4 233 1
4 244 1
4 260 1
4 263 1
4 303 1
4 325 1
4 401 1
4 413 1
4 493 1
4 556 1
4 572 1
4 658 1
4 662 1
4 728 1
4 747 1
4 840 1
4 851 1
4 875 1
4 876 1
5 141 1
5 166 1
5 204 1
5 221 1
5 231 1
5 243 1
5 262 1
5 267 1
5 332 1
5 344 1
5 450 1
5 583 1
5 599 1
5 620 1
5 624 1
5 637 1
5 666 1
5 714 1
5 782 1
5 889 1
5 891 1
5 975 1
5 980 1
5 982 1
6 19 1
6 75 1
6 157 1
6 180 1
6 311 1
6 346 1
6 388 1
6 472 1
6 640 1
6 649 1
6 707 1
6 839 1
6 900 1
7 12 1
7 17 1
7 65 1
7 75 1
7 131 1
7 165 1
7 237 1
7 264 1
7 352 1
7 425 1
7 431 1
7 441 1
7 456 1
7 538 1
7 543 1
7 548 1
7 567 1
7 644 1
7 699 1
7 748 1
7 816 1
7 894 1
7 987 1
7 991 1
8 236 1
8 264 1
8 274 1
8 489 1
8 509 1
8 519 1
8 527 1
8 669 1
8 712 1
8 743 1
8 748 1
8 808 1
8 819 1
8 868 1
8 898 1
8 900 1
8 911 1
8 921 1
8 931 1
8 944 1
9 19 1
9 54 1
9 94 1
9 133 1
9 150 1
9 166 1
9 228 1
9 297 1
9 310 1
9 320 1
9 321 1
9 363 1
9 374 1
9 398 1
9 412 1
9 546 1
9 611 1
9 705 1
9 744 1
9 752 1
9 855 1
9 903 1
9 951 1
9 968 1
10 72 1
10 110 1
10 147 1
10 251 1
10 259 1
10 260 1
10 306 1
10 319 1
10 335 1
10 344 1
10 389 1
10 469 1
10 573 1
10 575 1
10 609 1
10 632 1
10 661 1
10 707 1
10 712 1
10 965 1
10 985 1
11 77 1
11 86 1
11 99 1
11 326 1
11 436 1
11 471 1
11 487 1
11 499 1
11 598 1
11 644 1
11 777 1
11 826 1
11 831 1
11 840 1
11 851 1
11 937 1
11 949 1
11 958 1
11 981 1
11 999 1
12 52 1
12 62 1
12 120 1
12 144 1
12 216 1
12 232 1
12 266 1
12 320 1
12 405 1
12 417 1
12 545 1
12 710 1
12 712 1
12 745 1
12 766 1
12 863 1
12 889 1
12 896 1
12 956 1
13 44 1
13 113 1
13 173 1
13 291 1
13 329 1
13 349 1
13 359 1
13 401 1
13 474 1
13 520 1
13 555 1
13 612 1
13 758 1
13 761 1
13 917 1
13 931 1
13 945 1
14 69 1
14 80 1
14 105 1
14 183 1
14 208 1
14 264 1
14 292 1
14 294 1
14 311 1
14 347 1
14 379 1
14 403 1
14 462 1
14 505 1
14 660 1
14 804 1
14 841 1
14 844 1
14 848 1
14 856 1
14 908 1
14 987 1
15 24 1
15 83 1
15 143 1
15 169 1
15 197 1
15 232 1
15 310 1
15 362 1
15 500 1
15 633 1
15 649 1
15 709 1
15 739 1
15 769 1
15 823 1
15 846 1
15 873 1
15 898 1
15 909 1
15 926 1
15 982 1
16 50 1
16 53 1
16 205 1
16 266 1
16 387 1
16 407 1
16 486 1
16 488 1
16 512 1
16 581 1
16 601 1
16 603 1
16 743 1
16 750 1
16 792 1
16 868 1
16 894 1
17 166 1
17 170 1
17 229 1
17 435 1
17 459 1
