1000 15212
0 1 1
0 178 1
0 192 1
0 217 1
0 220 1
0 276 1
0 306 1
0 311 1
0 405 1
0 441 1
0 552 1
0 582 1
0 602 1
0 644 1
0 662 1
0 699 1
0 745 1
0 850 1
0 906 1
1 17 1
1 28 1
1 125 1
1 205 1
1 226 1
1 274 1
1 301 1
1 358 1
1 376 1
1 394 1
1 423 1
1 516 1
1 538 1
1 555 1
1 564 1
1 575 1
1 582 1
1 586 1
1 642 1
1 695 1
1 723 1
1 797 1
1 902 1
2 124 1
2 159 1
2 232 1
2 242 1
2 285 1
2 298 1
2 316 1
2 322 1
2 416 1
2 445 1
2 455 1
2 529 1
2 543 1
2 551 1
2 553 1
2 582 1
2 594 1
2 644 1
2 651 1
2 731 1
2 744 1
2 747 1
2 753 1
2 767 1
2 772 1
2 829 1
2 899 1
2 901 1
2 989 1
3 83 1
3 113 1
3 185 1
3 246 1
3 359 1
3 363 1
3 405 1
3 427 1
3 515 1
3 567 1
3 589 1
3 591 1
3 644 1
3 656 1
3 672 1
3 685 1
3 696 1
3 716 1
3 799 1
3 826 1
3 919 1
3 943 1
4 5 1
4 17 1
4 34 1
4 63 1
4 82 1
4 129 1
4 165 1
4 167 1
4 253 1
4 348 1
4 354 1
4 365 1
4 386 1
4 428 1
4 462 1
4 463 1
4 517 1
4 520 1
4 552 1
4 646 1
4 669 1
4 681 1
4 751 1
4 798 1
4 870 1
4 881 1
4 932 1
4 939 1
5 77 1
5 90 1
5 118 1
5 121 1
5 179 1
5 245 1
5 289 1
5 294 1
5 315 1
5 318 1
5 357 1
5 373 1
5 417 1
5 418 1
5 428 1
5 461 1
5 463 1
5 465 1
5 537 1
5 559 1
5 574 1
5 594 1
5 627 1
5 629 1
5 686 1
5 736 1
5 743 1
5 784 1
5 798 1
5 811 1
5 823 1
5 837 1
5 881 1
5 916 1
5 974 1
6 36 1
6 44 1
6 160 1
6 182 1
6 242 1
6 269 1
6 283 1
6 299 1
6 407 1
6 440 1
6 446 1
6 448 1
6 488 1
6 573 1
6 576 1
6 655 1
6 675 1
6 741 1
6 746 1
6 750 1
6 770 1
6 817 1
6 851 1
6 867 1
6 899 1
7 13 1
7 25 1
7 32 1
7 36 1
7 43 1
7 92 1
7 96 1
7 99 1
7 106 1
7 114 1
7 119 1
7 185 1
7 234 1
7 273 1
7 299 1
7 405 1
7 413 1
7 470 1
7 522 1
7 527 1
7 555 1
7 567 1
7 574 1
7 630 1
7 672 1
7 706 1
7 712 1
7 720 1
7 727 1
7 755 1
7 823 1
7 824 1
7 843 1
7 888 1
7 895 1
7 906 1
8 14 1
8 85 1
8 105 1
8 138 1
8 217 1
8 260 1
8 262 1
8 290 1
8 311 1
8 319 1
8 371 1
8 374 1
8 395 1
8 412 1
8 487 1
8 503 1
8 538 1
8 557 1
8 564 1
8 594 1
8 616 1
8 626 1
8 697 1
8 701 1
8 719 1
8 751 1
8 785 1
8 809 1
8 849 1
8 911 1
8 966 1
8 979 1
9 38 1
9 163 1
9 236 1
9 311 1
9 389 1
9 393 1
9 400 1
9 423 1
9 508 1
9 659 1
9 679 1
9 691 1
9 735 1
9 745 1
9 777 1
9 801 1
9 864 1
9 872 1
9 956 1
9 960 1
9 977 1
9 984 1
10 15 1
10 25 1
10 49 1
10 89 1
10 91 1
10 153 1
10 271 1
10 372 1
10 378 1
10 380 1
10 389 1
10 407 1
10 442 1
10 443 1
10 449 1
10 589 1
10 598 1
10 645 1
10 683 1
10 715 1
10 728 1
10 747 1
10 771 1
10 802 1
10 818 1
10 831 1
10 845 1
10 871 1
10 892 1
10 941 1
10 950 1
10 967 1
10 990 1
11 18 1
11 98 1
11 105 1
11 138 1
11 156 1
11 179 1
11 187 1
11 211 1
11 263 1
11 360 1
11 397 1
11 399 1
11 430 1
11 431 1
11 442 1
11 455 1
11 502 1
11 504 1
11 516 1
11 544 1
11 589 1
11 702 1
11 772 1
11 773 1
11 798 1
11 845 1
11 856 1
11 859 1
11 860 1
11 876 1
11 905 1
11 929 1
11 941 1
12 31 1
12 35 1
12 70 1
12 72 1
12 169 1
12 195 1
12 205 1
12 217 1
12 248 1
12 309 1
12 368 1
12 412 1
12 416 1
12 438 1
12 441 1
12 491 1
12 493 1
12 496 1
12 507 1
12 583 1
