1000 5130
0 3 1
0 71 1
0 290 1
0 351 1
0 428 1
0 458 1
0 584 1
0 661 1
0 764 1
0 823 1
0 886 1
0 921 1
1 57 1
1 137 1
1 239 1
1 374 1
1 565 1
1 658 1
1 681 1
1 725 1
1 755 1
1 848 1
1 965 1
2 34 1
2 74 1
2 118 1
2 218 1
2 304 1
2 447 1
2 676 1
2 701 1
2 845 1
3 42 1
3 248 1
3 367 1
3 421 1
4 148 1
4 154 1
4 230 1
4 258 1
4 300 1
4 418 1
4 560 1
4 608 1
4 624 1
4 791 1
4 869 1
4 915 1
5 48 1
5 154 1
5 249 1
5 281 1
5 445 1
5 483 1
5 529 1
5 602 1
5 651 1
5 992 1
5 997 1
6 444 1
6 457 1
6 478 1
6 641 1
6 701 1
6 817 1
7 41 1
7 109 1
7 186 1
7 233 1
7 388 1
7 588 1
7 635 1
8 228 1
8 310 1
8 311 1
8 344 1
8 347 1
8 490 1
8 535 1
8 628 1
8 630 1
8 758 1
8 779 1
8 832 1
8 886 1
8 959 1
9 81 1
9 224 1
9 270 1
9 345 1
9 419 1
9 481 1
9 583 1
9 985 1
10 50 1
10 182 1
10 184 1
10 204 1
10 284 1
10 373 1
10 458 1
10 520 1
10 908 1
10 942 1
10 993 1
11 88 1
11 166 1
11 271 1
11 475 1
11 513 1
11 594 1
11 606 1
11 714 1
11 827 1
11 906 1
11 929 1
11 956 1
11 972 1
11 988 1
12 141 1
12 232 1
12 291 1
12 316 1
12 354 1
12 453 1
12 573 1
12 578 1
12 627 1
12 686 1
12 834 1
12 847 1
12 859 1
12 875 1
12 882 1
12 947 1
13 249 1
13 284 1
13 339 1
13 479 1
13 646 1
13 655 1
13 660 1
13 679 1
13 889 1
14 80 1
14 132 1
14 159 1
14 233 1
14 315 1
14 367 1
14 414 1
14 539 1
14 565 1
14 637 1
14 657 1
14 782 1
14 803 1
14 855 1
15 101 1
15 150 1
15 189 1
15 513 1
15 595 1
15 709 1
15 767 1
15 798 1
15 888 1
15 918 1
16 17 1
16 50 1
16 278 1
16 560 1
16 573 1
16 610 1
16 614 1
16 643 1
16 767 1
16 771 1
17 21 1
17 76 1
17 86 1
17 121 1
17 240 1
17 271 1
17 384 1
17 433 1
17 461 1
17 479 1
17 757 1
17 872 1
18 28 1
18 215 1
18 398 1
18 445 1
18 506 1
18 514 1
18 531 1
18 632 1
18 703 1
18 748 1
18 848 1
19 193 1
19 490 1
19 534 1
19 597 1
19 816 1
19 854 1
19 918 1
19 945 1
19 946 1
19 966 1
20 186 1
20 223 1
20 349 1
20 464 1
20 563 1
20 582 1
20 584 1
20 610 1
21 80 1
21 110 1
21 364 1
21 370 1
21 482 1
21 500 1
21 556 1
21 576 1
21 637 1
21 774 1
21 931 1
22 48 1
22 158 1
22 265 1
22 267 1
22 298 1
22 441 1
22 554 1
22 587 1
22 672 1
22 789 1
22 909 1
22 964 1
23 152 1
23 216 1
23 220 1
23 399 1
23 512 1
