1000 5000
0 9 1
0 14 1
0 75 1
0 200 1
0 616 1
0 629 1
0 806 1
0 858 1
0 937 1
0 963 1
1 117 1
1 227 1
1 358 1
1 402 1
1 467 1
1 495 1
1 524 1
1 691 1
1 890 1
1 928 1
2 74 1
2 186 1
2 257 1
2 288 1
2 309 1
2 389 1
2 401 1
2 518 1
2 730 1
2 774 1
2 850 1
3 133 1
3 173 1
3 336 1
3 362 1
3 391 1
3 477 1
3 583 1
4 248 1
4 367 1
4 394 1
4 456 1
4 871 1
4 946 1
5 194 1
5 364 1
5 447 1
5 586 1
5 691 1
5 788 1
5 800 1
6 94 1
6 131 1
6 151 1
6 221 1
6 232 1
6 355 1
6 561 1
6 691 1
6 714 1
6 759 1
6 798 1
7 160 1
7 346 1
7 516 1
7 552 1
7 696 1
8 37 1
8 132 1
8 354 1
8 427 1
8 508 1
8 561 1
8 666 1
8 706 1
8 771 1
9 56 1
9 91 1
9 128 1
9 146 1
9 217 1
9 423 1
9 444 1
9 648 1
9 658 1
9 767 1
9 939 1
10 461 1
10 480 1
10 595 1
10 757 1
10 800 1
10 968 1
10 977 1
11 141 1
11 458 1
11 654 1
11 801 1
11 815 1
11 879 1
11 941 1
11 994 1
12 18 1
12 25 1
12 172 1
12 229 1
12 276 1
12 560 1
12 605 1
12 725 1
12 768 1
12 913 1
13 83 1
13 320 1
13 355 1
13 378 1
13 413 1
13 419 1
13 752 1
13 777 1
13 831 1
13 850 1
13 871 1
14 207 1
14 255 1
14 322 1
14 440 1
14 480 1
14 483 1
14 547 1
14 701 1
14 861 1
14 880 1
14 956 1
15 202 1
15 454 1
15 470 1
15 503 1
15 611 1
15 634 1
15 785 1
15 981 1
16 221 1
16 310 1
16 404 1
16 650 1
16 827 1
17 127 1
17 149 1
17 234 1
17 268 1
17 351 1
17 352 1
17 390 1
17 429 1
17 458 1
17 570 1
17 597 1
17 825 1
17 831 1
17 872 1
17 917 1
17 956 1
17 995 1
18 139 1
18 184 1
18 261 1
18 287 1
18 320 1
18 341 1
18 391 1
18 458 1
19 292 1
19 722 1
19 853 1
20 390 1
20 397 1
20 456 1
20 650 1
20 834 1
21 282 1
21 349 1
21 375 1
21 500 1
21 524 1
21 597 1
21 612 1
21 649 1
21 693 1
21 695 1
21 743 1
21 766 1
21 838 1
21 931 1
22 210 1
22 295 1
22 374 1
22 729 1
22 741 1
22 934 1
23 100 1
23 154 1
23 168 1
23 269 1
23 558 1
23 572 1
23 586 1
23 806 1
24 68 1
24 266 1
24 336 1
24 337 1
24 505 1
24 767 1
24 786 1
24 887 1
25 37 1
25 410 1
25 428 1
25 445 1
25 446 1
25 484 1
25 536 1
25 626 1
25 713 1
25 715 1
25 820 1
25 857 1
25 871 1
25 878 1
26 192 1
26 341 1
26 375 1
26 470 1
26 517 1
26 817 1
27 90 1
27 147 1
27 261 1
27 672 1
27 689 1
27 869 1
28 112 1
28 165 1
28 213 1
28 219 1
28 241 1
28 315 1
28 332 1
28 433 1
28 437 1
28 702 1
28 865 1
28 914 1
29 71 1
29 142 1
29 156 1
29 258 1
29 302 1
29 358 1
29 652 1
29 696 1
29 699 1
29 700 1
29 780 1
29 869 1
30 184 1
30 293 1
30 313 1
30 557 1
30 613 1
30 684 1
30 703 1
30 715 1
30 768 1
30 872 1
30 940 1
31 222 1
31 247 1
31 274 1
31 295 1
31 312 1
31 379 1
31 908 1
32 62 1
32 77 1
32 86 1
32 103 1
32 222 1
32 280 1
32 292 1
32 417 1
32 539 1
32 730 1
32 753 1
32 757 1
32 914 1
33 181 1
33 183 1
33 266 1
33 269 1
33 317 1
33 382 1
33 483 1
33 527 1
33 633 1
33 691 1
33 820 1
33 862 1
33 926 1
33 963 1
34 112 1
34 269 1
34 294 1
34 608 1
34 673 1
34 822 1
34 895 1
34 926 1
35 124 1
35 178 1
35 308 1
35 437 1
35 672 1
35 837 1
36 206 1
36 257 1
36 264 1
36 328 1
36 501 1
36 568 1
36 569 1
36 701 1
36 767 1
36 787 1
36 824 1
37 212 1
37 282 1
37 392 1
37 531 1
37 604 1
37 702 1
37 748 1
38 70 1
38 90 1
38 151 1
38 341 1
38 343 1
38 405 1
38 462 1
38 472 1
38 519 1
